GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache BookKeeper :: Server,org.apache.bookkeeper.util,DoubleByteBuf.new Recycler() {...},0,9,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HexDumpEntryFormatter,76,0,0,0,17,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util,HardLink.HardLinkCGWin,271,0,4,0,35,0,9,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,FixedValueFeature,25,9,4,0,7,4,6,1,4,1
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,SettableFeatureProvider,7,21,0,0,1,5,1,3,1,3
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,SettableFeature,17,5,2,0,6,2,4,1,3,1
Apache BookKeeper :: Server,org.apache.bookkeeper.feature,CacheableFeatureProvider,46,52,6,4,10,14,5,4,1,3
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongHashMap,521,0,32,0,97,0,47,0,31,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,GrowableArrayBlockingQueue.PaddedInt,46,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongPairHashMap,446,0,26,0,79,0,39,0,26,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashSet.Section,424,0,58,0,121,0,37,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashSet,322,0,24,0,60,0,30,0,18,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashMap.Section,609,0,74,0,142,0,47,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongPairHashMap.LongPair,58,0,8,0,12,0,8,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashSet,296,0,20,0,55,0,28,0,18,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashMap,255,145,21,5,40,30,27,11,15,10
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashMap.Section,454,158,75,13,114,38,48,4,5,3
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentOpenHashMap,419,0,26,0,77,0,38,0,25,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongHashMap.Section,925,0,110,0,214,0,68,0,13,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,GrowableArrayBlockingQueue,603,0,40,0,138,0,41,0,21,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongLongPairHashMap.Section,739,0,72,0,151,0,45,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.util.collections,ConcurrentLongHashSet.Section,459,0,56,0,114,0,37,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetworkTopologyImpl,696,219,116,18,161,51,80,13,18,8
Apache BookKeeper :: Server,org.apache.bookkeeper.net,StabilizeNetworkTopology,104,0,4,0,26,0,11,0,9,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,BookieSocketAddress,21,103,4,4,5,23,5,8,1,8
Apache BookKeeper :: Server,org.apache.bookkeeper.net,StabilizeNetworkTopology.RemoveNodeTask,81,0,8,0,16,0,6,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetworkTopologyImpl.InvalidTopologyException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NodeBase,61,147,9,15,15,43,12,17,4,13
Apache BookKeeper :: Server,org.apache.bookkeeper.net,CachedDNSToSwitchMapping,54,99,7,7,12,25,10,7,4,6
Apache BookKeeper :: Server,org.apache.bookkeeper.net,ScriptBasedMapping.RawScriptBasedMapping,220,39,25,3,50,12,18,4,4,4
Apache BookKeeper :: Server,org.apache.bookkeeper.net,DNSToSwitchMapping,2,0,0,0,1,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.net,AbstractDNSToSwitchMapping,123,7,14,0,24,4,14,2,7,2
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetworkTopologyImpl.InnerNode,258,337,53,41,50,70,42,22,4,13
Apache BookKeeper :: Server,org.apache.bookkeeper.net,ScriptBasedMapping,21,18,0,0,5,6,3,3,3,3
Apache BookKeeper :: Server,org.apache.bookkeeper.net,NetUtils,13,67,2,4,4,14,3,5,1,4
Apache BookKeeper :: Server,org.apache.bookkeeper.net,DNS,342,30,29,1,78,12,24,5,9,5
Apache BookKeeper :: Server,org.apache.bookkeeper.net,StabilizeNetworkTopology.NodeStatus,23,0,2,0,9,0,5,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieRequestProcessor,470,314,44,11,127,74,36,9,6,8
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadLacRequest.Builder,232,0,18,0,69,0,35,0,26,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadLacCompletion.new BookkeeperInternalCallbacks.ReadLacCallback() {...},31,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadLastConfirmedAndEntryContext,37,0,0,0,14,0,7,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessorV3,359,183,26,8,72,51,23,10,6,10
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer.RejectRequestHandler,5,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat,1216,245,224,21,266,58,158,31,31,30
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StartTLSRequest,287,0,24,0,87,0,45,0,33,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.BKPacketHeader.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AuthRequest,17,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoResponse.Builder,392,0,34,0,107,0,51,0,34,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DefaultPerChannelBookieClientPool,40,114,4,8,8,24,5,9,2,6
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieServer.DeathWatcher,1,36,0,2,1,11,0,3,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessorV3,127,82,7,5,30,25,6,4,0,4
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadResponse.Builder,434,191,48,10,110,55,66,9,37,9
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.WriteLacRequest,697,0,108,0,173,0,97,0,41,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AddRequest.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,RequestUtils,24,13,9,3,2,2,8,2,2,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.UnderreplicatedLedgerFormat.Builder,330,0,24,0,96,0,44,0,32,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieServer,99,123,12,4,26,36,16,8,9,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PacketProcessorBaseV3,4,61,0,0,1,15,1,4,1,4
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.8.new SafeRunnable() {...},22,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.RequestDecoder,33,42,3,3,8,13,3,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ResponseBuilder,66,0,8,0,11,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler.AuthHandshakeCompleteCallback,6,17,3,1,2,5,2,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.Response,63,0,0,0,14,0,8,0,8,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.UnderreplicatedLedgerFormat,419,0,39,0,113,0,57,0,37,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.MultiCallback.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.cMetadataMapEntry.Builder,373,14,33,1,105,7,47,2,30,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseEncoder,31,32,4,2,5,8,3,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},8,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoRequest.Flags,85,0,5,0,21,0,13,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadRequest.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieRequestProcessor.new GenericFutureListener() {...},67,0,4,0,13,0,4,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ReadRequest,32,0,2,0,7,0,4,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.WriteLacRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.Response.Builder,2045,280,310,28,506,77,256,11,89,9
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ProtocolVersion.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ProtocolVersion,37,61,5,1,10,13,9,5,5,5
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseEnDecoderV3,0,21,0,0,0,6,0,3,0,3
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.ChannelReadyForAddEntryCallback,15,74,1,1,1,22,1,5,0,5
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.CompletionValue.new SafeRunnable() {...},61,0,6,0,11,0,5,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.GetBookieInfoCompletion,107,0,2,0,22,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.Segment.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.Request,999,408,206,58,208,98,162,31,38,19
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AddResponse,29,0,0,0,9,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddRequest.Builder,407,166,47,9,104,49,62,8,34,8
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.StartTLSCompletion.new BookkeeperInternalCallbacks.StartTLSCallback() {...},20,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.V3CompletionKey,19,33,3,3,2,7,4,3,1,3
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.WriteLacCompletion,96,0,2,0,19,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteEntryProcessorV3.new BookkeeperInternalCallbacks.WriteCallback() {...},14,61,3,2,4,14,3,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StatusCode.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new BookkeeperInternalCallbacks.GenericCallback() {...},50,0,2,0,6,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new SafeRunnable() {...},38,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new BookkeeperInternalCallbacks.GenericCallback() {...},14,31,1,1,2,4,1,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new BookkeeperInternalCallbacks.GenericCallback() {...},53,0,2,0,9,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new SafeRunnable() {...},60,0,0,0,4,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new BookkeeperInternalCallbacks.GenericCallback() {...},75,0,2,0,9,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new BookkeeperInternalCallbacks.GenericCallback() {...},50,0,2,0,9,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new BookkeeperInternalCallbacks.GenericCallback() {...},60,0,2,0,6,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.new BookkeeperInternalCallbacks.WriteCallback() {...},29,0,2,0,6,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AddResponse.new Recycler() {...},9,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StartTLSResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadRequest.Flag.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.GetBookieInfoCompletion.new BookkeeperInternalCallbacks.GetBookieInfoCallback() {...},33,0,0,0,5,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient,444,231,28,8,100,54,29,9,13,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AuthMessage.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StartTLSResponse.Builder,148,0,10,0,47,0,27,0,22,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new SafeRunnable() {...},32,21,0,0,3,3,1,2,1,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new SafeRunnable() {...},36,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new ChannelInitializer() {...},0,72,0,0,0,9,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new ClientConnectionPeer() {...},89,19,14,0,28,4,12,2,5,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new Recycler() {...},8,6,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new Recycler() {...},0,13,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.new GenericFutureListener() {...},230,0,24,0,41,0,14,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ErrorResponse,11,0,0,0,4,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadRequest.Flag,85,0,5,0,21,0,13,0,10,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AuthMessage.Builder,397,0,38,0,116,0,51,0,32,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.BKPacketHeader,348,283,67,28,81,78,67,21,24,15
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.WriteLacResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieNettyServer,226,254,23,13,50,60,21,7,4,6
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StartTLSRequest.Builder,148,0,10,0,47,0,27,0,22,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.Request.Builder,1984,237,299,23,493,64,246,9,87,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadRequest,605,283,117,29,137,73,101,20,30,15
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadLacResponse.Builder,493,0,46,0,132,0,61,0,38,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.UnderreplicatedLedgerFormat.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.1.new SafeRunnable() {...},25,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.Response,1055,484,226,67,219,116,175,35,37,22
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.State,22,76,4,2,7,16,6,8,3,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.AuditorVoteFormat.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddResponse.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.cMetadataMapEntry.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler.AuthResponseCallbackLegacy,43,0,2,0,12,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.WriteLacRequest.Builder,483,0,46,0,132,0,61,0,38,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.cMetadataMapEntry,484,33,67,1,128,9,69,4,34,4
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient,1008,831,119,44,273,216,113,24,24,21
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessorV3.new FutureCallback() {...},63,0,0,0,7,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.AuditorVoteFormat.Builder,304,0,26,0,92,0,41,0,28,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.AddCompletion,31,128,1,1,7,30,5,5,4,5
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadLacCompletion,114,0,6,0,24,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol,479,0,0,0,41,0,4,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.MultiCallback,118,0,10,0,33,0,11,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseDecoder,32,42,3,3,7,13,3,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.ReadResponse,38,0,2,0,11,0,6,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AuthResponse,17,0,0,0,6,0,3,0,3,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LockDataFormat.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoResponse,597,0,87,0,150,0,84,0,39,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.AddRequest,74,0,2,0,23,0,8,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddRequest.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PacketProcessorBase,100,0,8,0,29,0,11,0,7,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler.AuthResponseCallback,61,0,2,0,18,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadLacProcessorV3,148,0,6,0,43,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.CookieFormat,712,138,117,13,188,37,97,15,30,15
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.Builder,1457,362,181,21,369,100,185,14,84,14
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoRequest.Flags.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,GetBookieInfoProcessorV3,145,0,8,0,39,0,9,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler,3,4,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ServerStats,182,0,8,0,38,0,19,0,15,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.5.new SafeRunnable() {...},24,0,0,0,3,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats,4,227,0,0,3,24,2,2,2,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.StatusCode,51,138,12,1,17,20,16,5,5,5
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,LocalBookiesRegistry,16,9,2,0,6,2,4,2,3,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.Response.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.Segment,439,81,54,6,111,23,58,12,28,11
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.AuthenticationException,4,0,0,0,2,0,1,0,1,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks.TimedGenericCallback,40,0,2,0,11,0,3,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtocol.PacketHeader,57,0,6,0,13,0,8,0,5,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerMetadataFormat.State.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ClientSideHandler.AuthHandshakeCompleteCallback,9,42,1,3,2,12,1,3,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperInternalCallbacks,7,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LockDataFormat,424,0,49,0,120,0,61,0,36,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerRereplicationLayoutFormat.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AddResponse,342,271,65,26,82,74,65,21,24,15
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerRereplicationLayoutFormat,531,0,72,0,143,0,75,0,38,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadResponse,500,395,111,37,111,101,94,28,25,20
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding.ResponseEnDeCoderPreV3,199,6,16,0,46,3,11,1,2,1
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadRequest.Builder,485,135,48,8,125,38,68,6,40,6
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,AuthHandler.ServerSideHandler,193,58,34,4,51,18,20,5,1,5
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LedgerRereplicationLayoutFormat.Builder,384,0,36,0,113,0,50,0,32,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadLacRequest.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadLacResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.Request.new AbstractParser() {...},0,10,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.GetBookieInfoRequest,383,0,43,0,106,0,57,0,35,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.CookieFormat.Builder,616,144,71,9,180,44,79,7,39,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,WriteLacProcessorV3,178,0,8,0,47,0,8,0,4,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,ReadEntryProcessor,362,0,30,0,80,0,21,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadLacResponse,699,0,108,0,170,0,97,0,41,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.AuditorVoteFormat,424,0,49,0,120,0,61,0,36,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.CompletionValue,91,68,7,5,14,22,9,4,3,4
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.ReadLacRequest,391,0,45,0,109,0,58,0,35,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieRequestHandler,24,45,5,1,8,15,4,6,1,6
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.AuthMessage,533,0,72,0,143,0,75,0,38,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,DataFormats.LockDataFormat.Builder,304,0,26,0,92,0,41,0,28,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.ReadCompletion,62,147,14,10,15,32,15,4,4,3
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PacketProcessorBaseV3.new ChannelFutureListener() {...},16,43,2,2,2,7,2,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieClient.ChannelReadyForAddEntryCallback.new Recycler() {...},0,9,0,0,0,2,0,2,0,2
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,PerChannelBookieClient.V2CompletionKey,88,0,8,0,16,0,10,0,6,0
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookkeeperProtocol.BKPacketHeader.Builder,294,128,35,7,76,39,48,7,27,7
Apache BookKeeper :: Server,org.apache.bookkeeper.proto,BookieProtoEncoding,9,31,0,0,3,7,1,2,1,2
